temperaturaminima,temperaturamaxima,umidade,precipitacao,TempoConcetracao,vento,label
19.1,21.3,81.0,0.0,0.0,2.4,0
19.1,21.3,81.0,0.0,0.0,2.4,0
19.1,21.3,81.0,0.0,0.0,2.4,0
21.1,22.6,73.0,0.0,0.0,2.7,0
21.1,22.6,73.0,0.0,0.0,2.7,0
21.1,22.6,73.0,0.0,0.0,2.7,0
21.1,22.6,73.0,0.0,0.0,2.7,0
21.1,22.6,73.0,0.0,0.0,2.7,0
21.1,22.6,73.0,0.0,0.0,2.7,0
21.1,22.6,73.0,0.0,0.0,2.7,0
21.1,22.6,73.0,0.0,0.0,2.7,0
21.1,22.6,73.0,0.0,0.0,2.7,0
21.1,22.6,73.0,0.0,0.0,2.7,0
21.1,22.6,73.0,0.0,0.0,2.7,0
21.1,22.6,73.0,0.0,0.0,2.7,0
21.9,23.1,74.0,0.0,0.0,1.9,0
21.9,23.1,74.0,0.0,0.0,1.9,0
21.9,23.1,74.0,0.0,0.0,1.9,0
21.9,23.1,74.0,0.0,0.0,1.9,0
21.9,23.1,74.0,0.0,0.0,1.9,0
21.9,23.1,74.0,0.0,0.0,1.9,0
21.9,23.1,74.0,0.0,0.0,1.9,0
21.9,23.1,74.0,0.0,0.0,1.9,0
21.9,23.1,74.0,0.0,0.0,1.9,0
21.9,23.1,74.0,0.0,0.0,1.9,0
21.9,23.1,74.0,0.0,0.0,1.9,0
21.9,23.1,74.0,0.0,0.0,1.9,0
22.4,24.0,67.0,0.0,0.0,2.2,0
22.4,24.0,67.0,0.0,0.0,2.2,0
22.4,24.0,67.0,0.0,0.0,2.2,0
22.4,24.0,67.0,0.0,0.0,2.2,0
22.4,24.0,67.0,0.0,0.0,2.2,0
22.4,24.0,67.0,0.0,0.0,2.2,0
22.4,24.0,67.0,0.0,0.0,2.2,0
22.4,24.0,67.0,0.0,0.0,2.2,0
22.4,24.0,67.0,0.0,0.0,2.2,0
22.4,24.0,67.0,0.0,0.0,2.2,0
22.4,24.0,67.0,0.0,0.0,2.2,0
22.4,24.0,67.0,0.0,0.0,2.2,0
23.6,25.6,61.0,0.0,0.0,2.0,0
23.6,25.6,61.0,0.0,0.0,2.0,0
23.6,25.6,61.0,0.0,0.0,2.0,0
23.6,25.6,61.0,0.0,0.0,2.0,0
23.6,25.6,61.0,0.0,0.0,2.0,0
23.6,25.6,61.0,0.0,0.0,2.0,0
23.6,25.6,61.0,0.0,0.0,2.0,0
23.6,25.6,61.0,0.0,0.0,2.0,0
23.6,25.6,61.0,0.0,0.0,2.0,0
23.6,25.6,61.0,0.0,0.0,2.0,0
23.6,25.6,61.0,0.0,0.0,2.0,0
23.6,25.6,61.0,0.0,0.0,2.0,0
24.0,25.4,61.0,0.0,0.0,1.9,0
24.0,25.4,61.0,0.0,0.0,1.9,0
24.0,25.4,61.0,0.0,0.0,1.9,0
24.0,25.4,61.0,0.0,0.0,1.9,0
24.0,25.4,61.0,0.0,0.0,1.9,0
24.0,25.4,61.0,0.0,0.0,1.9,0
24.0,25.4,61.0,0.0,0.0,1.9,0
24.0,25.4,61.0,0.0,0.0,1.9,0
24.0,25.4,61.0,0.0,0.0,1.9,0
24.0,25.4,61.0,0.0,0.0,1.9,0
24.0,25.4,61.0,0.0,0.0,1.9,0
24.0,25.4,61.0,0.0,0.0,1.9,0
23.8,25.7,65.0,0.0,0.0,1.2,0
23.8,25.7,65.0,0.0,0.0,1.2,0
23.8,25.7,65.0,0.0,0.0,1.2,0
23.8,25.7,65.0,0.0,0.0,1.2,0
23.8,25.7,65.0,0.0,0.0,1.2,0
23.8,25.7,65.0,0.0,0.0,1.2,0
23.8,25.7,65.0,0.0,0.0,1.2,0
23.8,25.7,65.0,0.0,0.0,1.2,0
23.8,25.7,65.0,0.0,0.0,1.2,0
23.8,25.7,65.0,0.0,0.0,1.2,0
23.8,25.7,65.0,0.0,0.0,1.2,0
23.8,25.7,65.0,0.0,0.0,1.2,0
23.0,23.8,69.0,0.0,0.0,2.0,0
23.0,23.8,69.0,0.0,0.0,2.0,0
23.0,23.8,69.0,0.0,0.0,2.0,0
23.0,23.8,69.0,0.0,0.0,2.0,0
23.0,23.8,69.0,0.0,0.0,2.0,0
23.0,23.8,69.0,0.0,0.0,2.0,0
23.0,23.8,69.0,0.0,0.0,2.0,0
23.0,23.8,69.0,0.0,0.0,2.0,0
23.0,23.8,69.0,0.0,0.0,2.0,0
23.0,23.8,69.0,0.0,0.0,2.0,0
23.0,23.8,69.0,0.0,0.0,2.0,0
23.0,23.8,69.0,0.0,0.0,2.0,0
21.6,23.0,74.0,0.0,0.0,2.4,0
21.6,23.0,74.0,0.0,0.0,2.4,0
21.6,23.0,74.0,0.0,0.0,2.4,0
21.6,23.0,74.0,0.0,0.0,2.4,0
21.6,23.0,74.0,0.0,0.0,2.4,0
21.6,23.0,74.0,0.0,0.0,2.4,0
21.6,23.0,74.0,0.0,0.0,2.4,0
21.6,23.0,74.0,0.0,0.0,2.4,0
21.6,23.0,74.0,0.0,0.0,2.4,0
21.6,23.0,74.0,0.0,0.0,2.4,0
21.6,23.0,74.0,0.0,0.0,2.4,0
21.6,23.0,74.0,0.0,0.0,2.4,0
20.7,21.6,76.0,0.0,0.0,2.7,0
20.7,21.6,76.0,0.0,0.0,2.7,0
20.7,21.6,76.0,0.0,0.0,2.7,0
20.7,21.6,76.0,0.0,0.0,2.7,0
20.7,21.6,76.0,0.0,0.0,2.7,0
20.7,21.6,76.0,0.0,0.0,2.7,0
20.7,21.6,76.0,0.0,0.0,2.7,0
20.7,21.6,76.0,0.0,0.0,2.7,0
20.7,21.6,76.0,0.0,0.0,2.7,0
20.7,21.6,76.0,0.0,0.0,2.7,0
20.7,21.6,76.0,0.0,0.0,2.7,0
20.7,21.6,76.0,0.0,0.0,2.7,0
19.9,20.7,76.0,0.0,0.0,3.2,0
19.9,20.7,76.0,0.0,0.0,3.2,0
19.9,20.7,76.0,0.0,0.0,3.2,0
19.9,20.7,76.0,0.0,0.0,3.2,0
19.9,20.7,76.0,0.0,0.0,3.2,0
19.9,20.7,76.0,0.0,0.0,3.2,0
19.9,20.7,76.0,0.0,0.0,3.2,0
19.9,20.7,76.0,0.0,0.0,3.2,0
19.9,20.7,76.0,0.0,0.0,3.2,0
19.9,20.7,76.0,0.0,0.0,3.2,0
19.9,20.7,76.0,0.0,0.0,3.2,0
19.9,20.7,76.0,0.0,0.0,3.2,0
19.0,19.9,81.0,0.0,0.0,2.9,0
19.0,19.9,81.0,0.0,0.0,2.9,0
19.0,19.9,81.0,0.0,0.0,2.9,0
19.0,19.9,81.0,0.0,0.0,2.9,0
19.0,19.9,81.0,0.0,0.0,2.9,0
19.0,19.9,81.0,0.0,0.0,2.9,0
19.0,19.9,81.0,0.0,0.0,2.9,0
19.0,19.9,81.0,0.0,0.0,2.9,0
19.0,19.9,81.0,0.0,0.0,2.9,0
19.0,19.9,81.0,0.0,0.0,2.9,0
19.0,19.9,81.0,0.0,0.0,2.9,0
19.0,19.9,81.0,0.0,0.0,2.9,0
18.4,19.0,84.0,0.0,0.0,2.2,0
18.4,19.0,84.0,0.0,0.0,2.2,0
18.4,19.0,84.0,0.0,0.0,2.2,0
18.4,19.0,84.0,0.0,0.0,2.2,0
18.4,19.0,84.0,0.0,0.0,2.2,0
18.4,19.0,84.0,0.0,0.0,2.2,0
18.4,19.0,84.0,0.0,0.0,2.2,0
18.4,19.0,84.0,0.0,0.0,2.2,0
18.4,19.0,84.0,0.0,0.0,2.2,0
18.4,19.0,84.0,0.0,0.0,2.2,0
18.4,19.0,84.0,0.0,0.0,2.2,0
18.4,19.0,84.0,0.0,0.0,2.2,0
17.9,18.4,85.0,0.0,0.0,1.7,0
17.9,18.4,85.0,0.0,0.0,1.7,0
17.9,18.4,85.0,0.0,0.0,1.7,0
15.6,15.9,94.0,0.0,0.0,1.0,0
15.6,15.9,94.0,0.0,0.0,1.0,0
15.6,15.9,94.0,0.0,0.0,1.0,0
15.6,15.9,94.0,0.0,0.0,1.0,0
15.6,15.9,94.0,0.0,0.0,1.0,0
15.6,15.9,94.0,0.0,0.0,1.0,0
15.6,15.9,94.0,0.0,0.0,1.0,0
15.6,15.9,94.0,0.0,0.0,1.0,0
15.6,15.9,94.0,0.0,0.0,1.0,0
15.6,15.9,94.0,0.0,0.0,1.0,0
15.8,17.7,90.0,0.0,0.0,1.3,0
15.8,17.7,90.0,0.0,0.0,1.3,0
15.8,17.7,90.0,0.0,0.0,1.3,0
15.8,17.7,90.0,0.0,0.0,1.3,0
15.8,17.7,90.0,0.0,0.0,1.3,0
15.8,17.7,90.0,0.0,0.0,1.3,0
15.8,17.7,90.0,0.0,0.0,1.3,0
15.8,17.7,90.0,0.0,0.0,1.3,0
15.8,17.7,90.0,0.0,0.0,1.3,0
15.8,17.7,90.0,0.0,0.0,1.3,0
15.8,17.7,90.0,0.0,0.0,1.3,0
15.8,17.7,90.0,0.0,0.0,1.3,0
17.7,20.8,77.0,0.0,0.0,3.2,0
17.7,20.8,77.0,0.0,0.0,3.2,0
17.7,20.8,77.0,0.0,0.0,3.2,0
17.7,20.8,77.0,0.0,0.0,3.2,0
17.7,20.8,77.0,0.0,0.0,3.2,0
